"State","Year","Population","Aggravated.assault","Burglary","Larceny.theft","Legacy.rape","Motor.vehicle.theft","Murder","Robbery"
"Minnesota",2016,5519952,130.743890526584,337.068148418682,1638.09395444018,31.3589683388551,158.117316962176,1.82972605558889,67.5368191607463
"Mississippi",1966,2327000,119.639020197679,238.418564675548,448.560378169317,7.95015040825097,59.6476149548775,9.6691018478728,13.3218736570692
"Mississippi",1976,2354000,202.50637213254,811.299915038233,1239.42225998301,16.3126593033135,122.175021240442,12.4893797790994,64.1036533559898
"Mississippi",1986,2625000,172.419047619048,1075.88571428571,1844.95238095238,25.8285714285714,150.095238095238,11.2380952380952,64.647619047619
"Mississippi",1996,2716000,306.811487481591,1132.36377025037,2551.50957290133,36.119293078056,350.773195876289,11.0824742268041,134.241531664212
"Mississippi",2006,2910540,156.225305269812,931.682780514956,1972.34877376707,35.6978430119497,286.201186034207,7.9366715454864,111.972348773767
"Mississippi",2016,2988726,149.59551327221,781.403179816417,1842.05577895063,30.2804606377433,144.67702961061,7.96325926163857,80.2013968493599
"Missouri",1966,4508000,118.500443655723,782.165039929015,1606.2777284827,17.5909494232476,284.560780834073,5.43478260869565,105.789707187223
"Missouri",1976,4778000,208.894935119297,1403.18124738384,2794.93511929678,27.1243197990791,386.58434491419,9.27166178317288,204.06027626622
"Missouri",1986,5066000,369.95657323332,1136.12317410186,2500.4737465456,29.2143703118831,438.866956178444,9.15909988156336,170.232925384919
"Missouri",1996,5359000,383.056540399328,894.178018286994,3151.14760216458,29.2218697518194,447.695465571935,8.07986564657585,170.5915282702
"Missouri",2006,5842713,379.395667731754,765.637470127319,2633.60531314819,30.1914538674071,434.712435815348,6.31555922736578,130.025212602433
"Missouri",2016,6093000,360.791071721648,520.433284096504,1978.40144428032,30.9207287050714,300.262596422124,8.81339241752831,107.828655834564
"Montana",1966,702000,42.5925925925926,496.011396011396,1555.12820512821,8.97435897435897,232.621082621083,2.84900284900285,17.8062678062678
"Montana",1976,753000,126.162018592297,841.035856573705,2932.66932270916,13.5458167330677,307.835325365206,5.0464807436919,35.5909694555113
"Montana",1986,819000,117.582417582418,792.551892551892,3314.04151404151,17.3382173382173,214.896214896215,2.93040293040293,19.5360195360195
"Montana",1996,879000,100.341296928328,558.361774744027,3518.54379977247,27.0762229806598,255.745164960182,3.86803185437998,29.6928327645051
"Montana",2006,944632,312.290923873,357.81129582737,2292.85054920858,36.8397428840014,206.11200975618,3.49342389417255,24.6656899194607
"Montana",2016,1042520,283.927406668457,377.354870889767,2043.03034953766,39.7114683651153,263.112458274182,3.45317116218394,25.5150980316924
"Nebraska",1966,1456000,31.3186813186813,420.123626373626,1267.03296703297,6.66208791208791,173.832417582418,1.78571428571429,24.8626373626374
"Nebraska",1976,1553000,124.082421120412,684.22408242112,2433.67675466838,20.4764971023825,233.54797166774,2.89761751448809,63.0392788151964
"Nebraska",1986,1598000,183.729662077597,748.185231539424,2677.34668335419,24.5932415519399,167.584480600751,3.12891113892365,51.1264080100125
"Nebraska",1996,1652000,341.101694915254,614.52784503632,3045.70217917676,27.0581113801453,341.585956416465,2.90556900726392,63.680387409201
"Nebraska",2006,1768331,194.137862198876,539.209005553824,2528.3727989839,32.6296377770904,292.139876527641,2.88407543610331,64.2413665767325
"Nebraska",2016,1907116,186.721730613135,337.892398784342,1677.6116397744,38.6971741624526,247.756297991313,2.56932457176176,49.6036947936046
"Nevada",1966,454000,98.4581497797357,931.497797356828,2091.18942731278,11.4537444933921,385.242290748899,10.5726872246696,96.9162995594714
"Nevada",1976,610000,337.377049180328,2392.45901639344,4717.37704918033,47.2131147540984,505.245901639344,11.4754098360656,294.918032786885
"Nevada",1986,963000,354.517133956386,1603.94600207684,3489.20041536864,64.9013499480789,477.673935617861,12.5649013499481,286.915887850467
"Nevada",1996,1603000,436.556456643793,1220.08733624454,3262.32064878353,53.3998752339364,698.315658140986,13.7242669993762,307.610729881472
"Nevada",2006,2495529,413.98036248026,997.86458101669,2020.773952136,43.7582572672968,1082.21543408231,9.05619610110722,282.024372387578
"Nevada",2016,2940058,395.876543932127,641.143814169653,1497.14733518863,43.9447112948112,448.290475902176,7.61889731427067,215.642004341411
"New Hampshire",1966,681000,21.43906020558,349.779735682819,647.723935389134,4.40528634361234,102.496328928047,1.90895741556535,10.2790014684288
"New Hampshire",1976,822000,48.4184914841849,937.469586374696,2335.2798053528,9.7323600973236,252.311435523114,3.28467153284672,24.8175182481752
"New Hampshire",1986,1027000,92.2103213242454,755.014605647517,2207.8870496592,21.5189873417722,227.653359298929,2.23953261927945,23.5637779941577
"New Hampshire",1996,1162000,54.3889845094664,435.714285714286,2117.98623063683,34.7676419965577,151.635111876076,1.72117039586919,27.2805507745267
"New Hampshire",2006,1314895,79.2458713433392,334.247221261013,1534.64725320273,22.4352514839588,113.012826119196,0.988672099293099,33.082489476346
"New Hampshire",2016,1334795,120.692690637888,221.981652613323,1225.65637419978,31.6902595529651,65.2534658880203,1.27360381182129,31.9899310380995
"New Jersey",1966,6898000,85.401565671209,712.902290518991,1121.68744563642,9.27805160916208,332.038271962888,3.47926935343578,63.7431139460713
"New Jersey",1976,7336000,171.360414394766,1504.17121046892,2988.91766630316,19.9154852780807,510.659760087241,5.17993456924755,200.313522355507
"New Jersey",1986,7620000,265.354330708661,1070.80052493438,2822.48031496063,33.2152230971129,775.538057742782,5.23622047244094,268.674540682415
"New Jersey",1996,7988000,266.737606409614,791.925388082123,2428.15473209815,24.7371056584877,581.334501752629,4.2313470205308,235.828743114672
"New Jersey",2006,8724560,178.370026683294,451.415314927056,1543.7683963432,13.7657371833078,283.670465903152,4.89422962304116,153.130931531218
"New Jersey",2016,8944469,124.154938655386,282.677484823303,1135.2266970795,12.1751218546344,126.648099512671,4.15899479331864,100.441960277351
"New Mexico",1966,1022000,152.739726027397,917.808219178082,1856.26223091976,13.5029354207436,272.211350293542,6.26223091976517,44.8140900195695
"New Mexico",1976,1168000,378.938356164384,1679.53767123288,3651.54109589041,41.0102739726027,329.537671232877,9.67465753424658,124.743150684932
"New Mexico",1986,1479000,537.660581473969,1844.6923597025,3712.37322515213,46.8559837728195,343.272481406356,11.4942528735632,129.546991210277
"New Mexico",1996,1713000,603.152364273205,1376.8826619965,3802.62697022767,63.5143023934618,582.194979568009,11.5002918855809,162.405137186223
"New Mexico",2006,1954599,485.777389633372,1069.58000080835,2346.4659503049,54.8961705188635,472.219621518276,6.85562614121874,107.183110192935
"New Mexico",2016,2081015,490.962342895174,830.412082565479,2542.36514393217,53.6757303527365,564.291944075367,6.67943287290096,131.522358080071
"New York",1966,18258000,159.612224778179,1074.1976120057,1568.67674444079,13.3585277686494,352.546828787381,4.83075911929017,164.848285682988
"New York",1976,18084000,302.134483521345,1763.54235788542,2855.16478655165,25.7852245078522,738.243751382437,10.8880778588808,529.296615792966
"New York",1986,17772000,430.609948233176,1221.07810038262,2923.53139770425,30.4692775151924,637.221471978393,10.7303623677695,514.067071798334
"New York",1996,18185000,356.65108605994,713.929062414078,2196.98652735771,22.9529832279351,494.363486389882,7.44019796535606,339.961506736321
"New York",2006,19306183,235.504863908107,355.414635819002,1542.65086993115,16.4092508602037,166.43890716254,4.77567212534969,178.486860919116
"New York",2016,19745289,228.302558650826,201.673421948901,1271.02723084985,23.1396967651372,72.8882722354684,3.19063448501564,113.01936375811
"North Carolina",1966,5000000,251.3,442.68,825.16,10.76,140.88,9.18,24.26
"North Carolina",1976,5469000,306.363137685134,1175.51654781496,2124.04461510331,15.3227281038581,178.277564454196,11.1354909489852,70.5613457670507
"North Carolina",1986,6331000,353.640815037119,1225.03553940926,2422.65045016585,26.4255251934923,208.276733533407,8.13457589638288,87.6796714579055
"North Carolina",1996,7323000,384.528198825618,1345.60972279121,3257.01215348901,31.2576812781647,335.463607811006,8.45281988256179,163.88092311894
"North Carolina",2006,8856505,288.894998647886,1211.91147072124,2564.37499894146,28.1713836327084,339.885767579875,6.08592215552297,152.069015938003
"North Carolina",2016,10146788,245.456985993991,710.392293600694,1876.22920672039,20.5582298555957,150.845765182046,6.68191746984366,92.0094122396171
"North Dakota",1966,650000,23.2307692307692,221.384615384615,862.923076923077,4.30769230769231,87.2307692307692,1.84615384615385,6.15384615384615
"North Dakota",1976,643000,48.6780715396579,478.538102643857,1804.5101088647,5.59875583203732,159.409020217729,1.39968895800933,16.1741835147745
"North Dakota",1986,679000,31.6642120765832,385.125184094256,2049.18998527246,11.6347569955817,119.882179675994,1.03092783505155,6.9219440353461
"North Dakota",1996,644000,46.7391304347826,309.16149068323,2085.86956521739,24.0683229813665,190.062111801242,2.17391304347826,11.0248447204969
"North Dakota",2006,635867,145.470672326131,409.04780402191,1521.07280296037,37.901007600646,170.790432590463,2.20171828385496,11.7949193777944
"North Dakota",2016,757952,180.090559824369,427.863505868445,1608.94093557376,33.775225871823,259.119310985392,1.97901714092713,23.8801401671874
